,ACHIR,ACOER,ASAXA,ASURI,ATAUR,ATRAC,AVIRG,BLUNA,BRUFU,CCAPI,CCRUEN,CCYAN,CMACR,CMULT,COCEL,CROST,CRUBE,CSUFF,DHOLO,DHYST,ELANC,EPUNC,GCINER,HBIVI,HCILI,HFLAV,HGARN,HMELA,HRADI,HSCIU,HTRIC,KYPHO,LAPOD,LGRIS,LMAHO,LTRIQ,MCHRY,MTRIA,OCHRY,PPARU,PVOLI,SAURO,SCHRY,SLEUC,SPART,SPLAN,SPLUM,SRUBR,SVIRI,TBIFA
CA,13,26,40,7,17,31,8,2,8,42,5,27,4,23,25,15,35,13,4,1,2,4,18,38,5,26,39,8,50,12,10,38,19,8,7,10,29,13,17,16,3,11,20,4,64,43,3,34,14,76
