,ACHIR,ACOER,AHIAN,AMACU,APOLY,AQUAD,ASAXA,ASCRI,ATAUR,ATRAC,BLUNA,CCAPI,CCRY,CHYPP,CLATU,COCEL,CPULL,CRUBE,CSUFF,DHOLO,DHYST,GCINER,HALBU,HAURO,HBIVI,HCARB,HCILI,HFLAV,HGARN,HMACU,HMELA,HPLUM,HRADI,HSCIU,HTRIC,KYPHO,LANAL,LAPOD,LBICA,LGRIS,LJOCU,LMAHO,LSYNA,LTRIQ,MBONA,MCHRY,MINTE,MTRIA,OCHRY,PPARU,SAURO,SBARR,SCHRY,SDIEN,SINTE,SISER,SLEUC,SPART,SPENG,SPLAN,SRUBR,STIGR,SVIRI,TBIFA,TFALC
PA,8,58,22,15,4,1,61,6,1,51,2,74,15,1,2,3,8,69,17,5,4,78,7,28,43,1,3,69,7,9,24,3,56,64,8,62,1,52,1,43,2,2,3,10,1,42,1,7,31,18,73,2,49,2,1,1,3,7,1,52,76,3,58,108,10
