,ACHIR,ACOER,AMACU,ANARI,ASAXA,ASURI,ATAUR,ATRAC,AVIRG,BRUFU,CBAJO,CBART,CCAPI,CCRUEN,CCYAN,CHYPP,CLUGU,CMACR,CMULT,COCEL,CPARR,CPULL,CROST,CRUBE,CSUFF,DHOLO,DHYST,EOEAN,GTHOM,HADSC,HALBU,HAMER,HAURO,HBIVI,HCHRY,HFLAV,HGARN,HMACU,HMELA,HPLUM,HRADI,HSCIU,HTRIC,KYPHO,LANAL,LAPOD,LBICA,LCYAN,LGRIS,LJOCU,LMAHO,LSYNA,LTRIQ,MBONA,MCHRY,MINIG,MMART,OCHRY,PARCU,PMACU,PVOLI,SAURO,SBARR,SCHRY,SDIEN,SINTE,SISER,SLEUC,SPART,SPENG,SPLAN,SPLUM,SRUBR,STAEN,SVETU,SVIRI,TBIFA,TFALC
FR,23,31,4,1,31,1,16,20,1,6,1,5,16,27,34,1,1,2,31,9,16,1,8,32,9,1,2,2,1,5,3,1,24,4,4,24,26,4,8,6,8,13,21,17,1,3,1,3,16,2,15,14,6,1,22,1,12,28,1,12,1,32,1,7,22,4,28,1,32,2,35,4,9,18,13,17,32,3
